N,P,K,temperature,humidity,ph,rainfall,label,crop_category,soil_type_1,soil_type_2
56,23.0,24.0,24.69241876,50.02499973,8.934613337,781.2828204,fingermillet,cereals,sandy loam,loamy soil
59,28.0,23.0,32.17534395,53.43446005,7.263579686,841.5023815,fingermillet,cereals,sandy loam,loamy soil
48,26.0,30.0,29.79677814,50.4352096,5.937704055,829.810788,fingermillet,cereals,sandy loam,loamy soil
45,21.0,29.0,30.60985586,60.58138026,4.933525585,882.2227186,fingermillet,cereals,sandy loam,loamy soil
52,28.0,21.0,20.6176166,52.76958902,6.316465764,863.3257923,fingermillet,cereals,sandy loam,loamy soil
41,27.0,25.0,28.66087129,50.53050528,5.512438317,758.6032127,fingermillet,cereals,sandy loam,loamy soil
40,22.0,23.0,25.31858842,56.07048653,5.34770685,842.2359859,fingermillet,cereals,sandy loam,loamy soil
46,28.0,25.0,29.8671745,51.12520556,5.250432415,890.4812355,fingermillet,cereals,sandy loam,loamy soil
57,26.0,24.0,29.26289388,50.11793924,8.569746525,797.8546309,fingermillet,cereals,sandy loam,loamy soil
50,22.0,22.0,21.33751183,53.29143469,4.053564656,760.2303648,fingermillet,cereals,sandy loam,loamy soil
43,29.0,22.0,27.21334676,55.72868454,5.660852946,811.989001,fingermillet,cereals,sandy loam,loamy soil
58,23.0,30.0,28.09478735,54.52120547,8.916794937,772.1672825,fingermillet,cereals,sandy loam,loamy soil
53,24.0,28.0,28.59928433,56.72419643,6.960609323,897.9696514,fingermillet,cereals,sandy loam,loamy soil
53,28.0,27.0,27.99340077,59.35196738,6.770734451,786.0065499,fingermillet,cereals,sandy loam,loamy soil
53,27.0,27.0,34.78795799,57.98238031,7.633052975,841.4688665,fingermillet,cereals,sandy loam,loamy soil
45,21.0,26.0,25.11734573,58.99857067,8.005873958,820.972933,fingermillet,cereals,sandy loam,loamy soil
56,25.0,26.0,22.11384593,56.50798835,4.9383651,796.7226684,fingermillet,cereals,sandy loam,loamy soil
57,28.0,27.0,20.17046135,59.2705504,7.582807698,857.8875698,fingermillet,cereals,sandy loam,loamy soil
44,29.0,23.0,30.24335986,60.75622563,5.296984623,859.5173449,fingermillet,cereals,sandy loam,loamy soil
55,20.0,26.0,20.95032237,50.84661864,4.301315749,845.8796538,fingermillet,cereals,sandy loam,loamy soil
49,25.0,20.0,20.89849725,53.00542037,4.004625794,878.7411007,fingermillet,cereals,sandy loam,loamy soil
50,24.0,23.0,32.07782752,53.50470244,5.186219128,838.9667319,fingermillet,cereals,sandy loam,loamy soil
47,27.0,30.0,30.48581265,58.54343167,5.418105079,859.5847792,fingermillet,cereals,sandy loam,loamy soil
48,29.0,28.0,23.91381199,51.84011419,5.423206847,864.4270184,fingermillet,cereals,sandy loam,loamy soil
44,25.0,20.0,21.325485,55.8196152,5.242015732,871.4320516,fingermillet,cereals,sandy loam,loamy soil
42,30.0,20.0,28.11257059,60.16732964,6.455560478,891.5707948,fingermillet,cereals,sandy loam,loamy soil
60,29.0,21.0,25.5040203,54.79137623,7.602455974,884.3288966,fingermillet,cereals,sandy loam,loamy soil
51,30.0,27.0,30.17232293,58.52118897,6.811797911,767.0728414,fingermillet,cereals,sandy loam,loamy soil
50,25.0,20.0,22.14586653,50.12524102,7.776682296,897.3542747,fingermillet,cereals,sandy loam,loamy soil
59,29.0,28.0,30.76817545,54.58460316,5.179777331,763.0487751,fingermillet,cereals,sandy loam,loamy soil
60,26.0,21.0,23.22892776,52.19495023,8.080301568,874.044083,fingermillet,cereals,sandy loam,loamy soil
40,30.0,23.0,31.41756843,51.03000503,6.770527957,821.8633689,fingermillet,cereals,sandy loam,loamy soil
54,20.0,23.0,26.20536078,57.083428,7.604413239,750.0154586,fingermillet,cereals,sandy loam,loamy soil
57,22.0,27.0,25.18958835,51.87265772,7.533311967,766.2153853,fingermillet,cereals,sandy loam,loamy soil
52,30.0,23.0,22.63299294,51.58652004,7.137969489,859.4736349,fingermillet,cereals,sandy loam,loamy soil
51,28.0,27.0,26.01501603,60.16445467,6.787575517,866.5527869,fingermillet,cereals,sandy loam,loamy soil
40,28.0,30.0,26.82346079,59.81640125,6.29224861,859.6756677,fingermillet,cereals,sandy loam,loamy soil
51,23.0,24.0,23.18382099,54.10209639,4.404531771,897.6193614,fingermillet,cereals,sandy loam,loamy soil
51,26.0,25.0,25.77515929,60.44077698,5.837098046,887.0538445,fingermillet,cereals,sandy loam,loamy soil
48,24.0,27.0,22.12004414,58.70798646,5.405715707,772.1182523,fingermillet,cereals,sandy loam,loamy soil
50,27.0,30.0,29.91189482,59.03733441,7.065800262,798.0663444,fingermillet,cereals,sandy loam,loamy soil
50,25.0,28.0,23.3439687,55.28622289,8.155664458,782.7604534,fingermillet,cereals,sandy loam,loamy soil
45,21.0,30.0,26.48394718,56.18656859,6.121249799,897.503813,fingermillet,cereals,sandy loam,loamy soil
56,27.0,25.0,24.95789788,60.15232757,6.986936703,794.9391021,fingermillet,cereals,sandy loam,loamy soil
43,22.0,21.0,31.61224074,50.73567712,8.905716479,783.0452846,fingermillet,cereals,sandy loam,loamy soil
43,20.0,30.0,27.71171547,50.23688735,4.616904434,840.2497597,fingermillet,cereals,sandy loam,loamy soil
41,23.0,29.0,22.60428181,59.55088474,4.064009995,850.1536537,fingermillet,cereals,sandy loam,loamy soil
44,24.0,21.0,20.34090094,59.10675928,6.126713564,779.524084,fingermillet,cereals,sandy loam,loamy soil
53,22.0,23.0,27.73455638,56.65902359,7.721484224,787.18764,fingermillet,cereals,sandy loam,loamy soil
48,21.0,22.0,20.72357099,50.88400602,4.468665363,824.7097965,fingermillet,cereals,sandy loam,loamy soil
45,24.0,20.0,32.13685924,56.81965403,7.212522563,841.7563637,fingermillet,cereals,sandy loam,loamy soil
47,21.0,26.0,24.21848389,52.69147269,4.987842051,752.978412,fingermillet,cereals,sandy loam,loamy soil
43,30.0,25.0,24.5471289,58.35364907,4.955896063,751.9761093,fingermillet,cereals,sandy loam,loamy soil
50,21.0,22.0,32.0146881,53.88861616,8.627190615,824.1308824,fingermillet,cereals,sandy loam,loamy soil
48,23.0,26.0,33.83065219,54.35375456,7.266381136,859.3223963,fingermillet,cereals,sandy loam,loamy soil
60,21.0,30.0,29.00507394,50.60783242,8.053502729,822.1128497,fingermillet,cereals,sandy loam,loamy soil
57,24.0,23.0,26.82736846,54.75235561,4.460350194,894.0789567,fingermillet,cereals,sandy loam,loamy soil
47,27.0,26.0,20.36711365,55.77482411,5.606170494,890.6031527,fingermillet,cereals,sandy loam,loamy soil
52,22.0,29.0,27.72957943,55.435784,4.735313699,819.5140513,fingermillet,cereals,sandy loam,loamy soil
49,29.0,26.0,20.52682653,56.07804906,7.489666598,815.3233895,fingermillet,cereals,sandy loam,loamy soil
58,23.0,24.0,32.42647591,54.82968055,4.347360769,893.3252969,fingermillet,cereals,sandy loam,loamy soil
59,21.0,23.0,30.90199212,60.25484432,7.1162335,885.787136,fingermillet,cereals,sandy loam,loamy soil
40,20.0,23.0,31.41864417,51.79154912,5.841619619,862.7077702,fingermillet,cereals,sandy loam,loamy soil
42,25.0,26.0,32.35956114,56.72880905,4.212532226,850.4711955,fingermillet,cereals,sandy loam,loamy soil
49,24.0,21.0,28.41114113,52.55837334,6.136621158,781.9014144,fingermillet,cereals,sandy loam,loamy soil
59,21.0,30.0,23.20824751,58.73557505,5.563356798,894.7844745,fingermillet,cereals,sandy loam,loamy soil
57,24.0,24.0,29.11661544,52.63371899,8.635155316,893.383633,fingermillet,cereals,sandy loam,loamy soil
44,26.0,28.0,29.50964598,53.87168419,5.190053274,837.2074515,fingermillet,cereals,sandy loam,loamy soil
55,20.0,22.0,29.97123384,50.34221023,8.062914254,820.4042675,fingermillet,cereals,sandy loam,loamy soil
53,26.0,26.0,33.24938933,58.58270103,5.861524966,777.304716,fingermillet,cereals,sandy loam,loamy soil
41,27.0,27.0,26.04612157,50.18260655,7.603429874,897.349287,fingermillet,cereals,sandy loam,loamy soil
40,27.0,26.0,34.98423307,52.57130852,7.827371324,824.785798,fingermillet,cereals,sandy loam,loamy soil
47,28.0,28.0,26.27138021,60.18911402,7.096511554,886.8179434,fingermillet,cereals,sandy loam,loamy soil
57,29.0,23.0,21.23643175,52.49520332,8.78706146,797.4397368,fingermillet,cereals,sandy loam,loamy soil
56,26.0,29.0,27.42392138,57.51577109,6.374316411,808.4678119,fingermillet,cereals,sandy loam,loamy soil
40,25.0,21.0,34.15738886,50.73073177,8.617748396,773.2225204,fingermillet,cereals,sandy loam,loamy soil
45,23.0,30.0,25.27596924,53.12409072,6.99120912,856.2731908,fingermillet,cereals,sandy loam,loamy soil
47,26.0,23.0,33.29823112,54.13846461,8.456457125,813.4843212,fingermillet,cereals,sandy loam,loamy soil
54,24.0,21.0,26.7026815,60.69135061,4.990033349,803.1291399,fingermillet,cereals,sandy loam,loamy soil
45,26.0,28.0,25.09897183,51.2351346,7.045225911,785.8910929,fingermillet,cereals,sandy loam,loamy soil
47,23.0,25.0,21.51162959,52.53012129,7.984885837,820.0877728,fingermillet,cereals,sandy loam,loamy soil
59,22.0,30.0,25.15764488,55.86673826,4.427738518,897.6432332,fingermillet,cereals,sandy loam,loamy soil
59,28.0,28.0,31.80549492,54.06825779,6.55509237,845.9294734,fingermillet,cereals,sandy loam,loamy soil
47,20.0,20.0,24.69508069,50.51141107,7.401389915,837.1025795,fingermillet,cereals,sandy loam,loamy soil
41,27.0,25.0,34.13436748,60.14226849,6.950406818,898.5691535,fingermillet,cereals,sandy loam,loamy soil
56,30.0,20.0,32.07100363,60.12037423,8.808243551,754.4793063,fingermillet,cereals,sandy loam,loamy soil
,,,,,,,nan,cereals,unknown,unknown
26.1592154412338,23.9977521318543,37.3165075511711,17.1673809475611,65.1303256325468,6.06889906026341,569.352250788956,buckwheat,cereals,loamy soil,sandy loam
34.2770564150697,30.1399078261287,28.5332724183258,14.534878648536,85.5664262016893,7.0793283283745,642.896794854851,buckwheat,cereals,loamy soil,sandy loam
36.6937908114018,24.5720057802746,34.6585689611785,17.3414409122012,86.8739657252652,6.18379182993785,505.787790464719,buckwheat,cereals,loamy soil,sandy loam
39.3936713902383,19.8524222630081,43.3852958764855,16.8596857662634,86.8473192769399,6.14749510990219,662.334230067482,buckwheat,cereals,loamy soil,sandy loam
34.4171432677333,25.7138964704391,30.1168984206822,18.4006721435439,64.1632765233789,6.14411941222247,502.221775532025,buckwheat,cereals,loamy soil,sandy loam
41.045731430451,26.3264161557177,31.0341647056182,20.1818986405852,67.3593149395793,6.42565810624453,628.203621046222,buckwheat,cereals,loamy soil,sandy loam
34.2357250409288,26.4452082006396,43.8148982626869,16.7307080771257,77.6300715441978,6.68601322383967,411.266304856491,buckwheat,cereals,loamy soil,sandy loam
34.8822229988962,24.0847400008234,36.8910608132194,15.881826807828,66.421573686823,6.04956986576718,569.98712131718,buckwheat,cereals,loamy soil,sandy loam
29.9783108685304,25.4227489504498,33.1682916143112,18.4419052581256,63.2448105670554,5.45286181956781,679.375814309913,buckwheat,cereals,loamy soil,sandy loam
37.470200096062,29.5098068259023,24.5494074641504,16.363626150409,88.4126264092666,6.97173484223394,784.18156093866,buckwheat,cereals,loamy soil,sandy loam
34.2732528884305,26.1579916214492,30.0599859099852,17.6320181230799,85.1077298972787,6.24977300431611,651.437713661385,buckwheat,cereals,loamy soil,sandy loam
25.9335096381684,27.1235061320291,36.4168900120088,17.3653523071373,72.1056829952168,6.11235367104902,564.25849518293,buckwheat,cereals,loamy soil,sandy loam
39.7650474910702,24.0004084183446,37.3020782492141,17.6511448926802,88.3892669762516,6.40899292752802,569.955506226883,buckwheat,cereals,loamy soil,sandy loam
33.5017361216759,28.3780064365501,41.4668494374283,19.0548342804337,64.0016585127977,6.67789841600206,749.295262275382,buckwheat,cereals,loamy soil,sandy loam
33.0448766656721,29.9316058728695,31.7048808667016,21.3216160288616,67.322837174778,6.31240102308265,760.452792773629,buckwheat,cereals,loamy soil,sandy loam
38.68206872268,22.8751449189412,39.0420558846634,17.67604722227,73.5037281790571,6.4248828383186,766.666325922752,buckwheat,cereals,loamy soil,sandy loam
31.6083268533225,22.9528548958427,42.6225859055795,16.8876340227618,78.152144555423,6.12583855875904,697.271039292217,buckwheat,cereals,loamy soil,sandy loam
31.9668458633893,24.9176048112557,34.3511388780077,17.9382228373276,65.0937791865284,6.88907257776812,758.844717624011,buckwheat,cereals,loamy soil,sandy loam
31.5750641042812,27.6706058799606,38.8270107800667,20.6835317560261,69.6844349314153,6.11408358471206,614.930524122544,buckwheat,cereals,loamy soil,sandy loam
40.0949791584397,24.5773267696504,40.8503853151481,17.3211042405154,77.7076009577908,6.61391797357118,470.167406033109,buckwheat,cereals,loamy soil,sandy loam
22.3957649671363,25.4960292055986,33.9303676682441,15.5576356515452,62.1828712871888,6.43906585586454,512.770017793949,buckwheat,cereals,loamy soil,sandy loam
37.3411880484844,24.2861870930351,41.7274148394195,16.3786071917783,75.9074257909872,6.15479864798486,688.105889205743,buckwheat,cereals,loamy soil,sandy loam
35.2364937156436,27.3155637470619,32.8174256836722,20.6792009347264,63.0063404715157,6.03774392972077,588.846638380649,buckwheat,cereals,loamy soil,sandy loam
35.8604643806591,25.1524093189514,41.6507861256843,17.6271654223427,75.2335256085336,6.75800759135701,599.251920325925,buckwheat,cereals,loamy soil,sandy loam
36.0834454874883,25.9855518382733,37.0164980208341,13.4358550108384,66.7169169991705,6.23515139730954,317.736504175547,buckwheat,cereals,loamy soil,sandy loam
33.5859500247872,24.833115472565,33.9055703817191,18.6077833707092,78.6564589167118,6.47636487915754,566.483302677361,buckwheat,cereals,loamy soil,sandy loam
26.2773355569697,22.6990792225426,34.0822983899176,17.7126226712703,78.8141518218335,6.91688621431275,481.077601508762,buckwheat,cereals,loamy soil,sandy loam
29.8426272804462,27.2278465594781,43.7556779870722,16.5564945194264,65.4798914657104,6.9972246196006,672.482937348583,buckwheat,cereals,loamy soil,sandy loam
39.6148878257021,23.2645646447923,27.0119013541577,21.7253438052496,76.7292718002947,6.1013485533148,627.447580157781,buckwheat,cereals,loamy soil,sandy loam
26.5145500952971,21.4856498579864,42.134837022052,16.6460853084727,74.4761522240001,6.45277912270925,630.232290034827,buckwheat,cereals,loamy soil,sandy loam
41.877984821521,23.6530156272253,45.1776572835979,22.9802360187436,61.6002048901555,5.993403732216,532.782480874995,buckwheat,cereals,loamy soil,sandy loam
36.7044082973078,27.479052734666,37.7797437497909,12.9211217231319,85.2160763984758,6.0790450820906,477.047374878261,buckwheat,cereals,loamy soil,sandy loam
35.5361464420957,23.3337632183165,33.2945353392919,20.55490788765,82.2010783495253,6.02764114735939,745.524264082046,buckwheat,cereals,loamy soil,sandy loam
37.1672761895031,22.522427442137,37.1891143925514,20.0881489179985,60.5363545210445,7.01079346086254,642.053670590406,buckwheat,cereals,loamy soil,sandy loam
44.2405455205277,26.8000593390771,40.3108372379433,17.1912126330388,87.187627102136,7.35901810985667,617.448819948773,buckwheat,cereals,loamy soil,sandy loam
39.1713137894476,26.7394945734196,35.9328721928044,17.430640673142,74.4382845153485,5.7693404479067,457.776549849312,buckwheat,cereals,loamy soil,sandy loam
38.4081711183419,25.047027854177,38.0275682556208,18.1610188060798,65.4087039184692,6.77775953903447,659.81552474647,buckwheat,cereals,loamy soil,sandy loam
39.7919597580855,30.3520379441395,40.4805896770459,18.4920784972548,84.649397914935,5.99227584527538,546.858859886157,buckwheat,cereals,loamy soil,sandy loam
34.0345896299669,28.5010651742545,31.9449943795518,19.990850049372,60.1178796426665,6.18474278464224,598.92574533492,buckwheat,cereals,loamy soil,sandy loam
30.8793325816413,28.1206857917908,30.7728390809751,17.7115759294729,68.5997774534175,6.32800633688364,641.687306259004,buckwheat,cereals,loamy soil,sandy loam
38.2931597639525,25.773981682141,39.9770759522473,19.4389048145759,63.2691488791174,6.6479952738535,571.949141537553,buckwheat,cereals,loamy soil,sandy loam
39.4477681553981,29.5704701578069,30.3710767036818,22.4176489361442,61.3366989485295,6.72367260163925,706.799777805897,buckwheat,cereals,loamy soil,sandy loam
39.6948473435239,24.7870738905621,28.7298867378574,15.502659059386,86.1838897523832,6.52420912939313,743.990055635681,buckwheat,cereals,loamy soil,sandy loam
33.3890877511899,23.6081797791513,29.2326639940694,21.9188805502623,85.0941957499791,6.91920437085888,546.65475542241,buckwheat,cereals,loamy soil,sandy loam
29.8668725855791,23.4728767005276,34.5242593846134,17.0288002330712,87.1067791109184,6.25524134290352,534.696942454194,buckwheat,cereals,loamy soil,sandy loam
31.6710006494911,28.5506106004121,35.801151823067,15.2121939187282,68.2216262228864,6.47026556743611,761.029298048287,buckwheat,cereals,loamy soil,sandy loam
30.3021741637302,18.9723489050016,38.0903424696502,18.8663175457825,69.5894408276287,6.98582809927723,447.614136255259,buckwheat,cereals,loamy soil,sandy loam
33.2757512379673,32.7653916115123,35.8528269160399,17.9128701237724,84.6337087835317,7.05473068492796,552.393744222213,buckwheat,cereals,loamy soil,sandy loam
32.5469388298667,24.0574689079021,29.3955151311592,13.7380606394298,60.4961137368201,6.33408545819238,711.277251781505,buckwheat,cereals,loamy soil,sandy loam
31.2895795253861,25.466916159866,37.6871629569401,18.3243076217084,89.9625010317395,6.01625790036628,507.573159740492,buckwheat,cereals,loamy soil,sandy loam
41.0658959419579,26.7763057340901,31.9135714656055,21.0056225084029,77.2281114077126,6.66968204622468,690.126976956161,buckwheat,cereals,loamy soil,sandy loam
32.9427068460475,23.1739285858559,31.4931119738877,15.419985859169,78.5065221589918,6.00191215697792,618.087111148243,buckwheat,cereals,loamy soil,sandy loam
32.5422779309654,22.9098379510075,26.159716404128,18.0488646119954,88.4280750482316,6.26815055516937,594.303431973673,buckwheat,cereals,loamy soil,sandy loam
30.5303583849954,28.9914712551655,28.5309131746605,20.2525133105052,77.1223122519996,6.22054603999973,478.734286737668,buckwheat,cereals,loamy soil,sandy loam
38.9097126772595,24.7819658880153,34.9324837770351,15.2331675306763,63.1985781841627,6.18643770500982,558.687711423068,buckwheat,cereals,loamy soil,sandy loam
37.3958957970574,25.4834139082416,40.2923738605948,18.735418845004,63.5238621838915,6.23116005584781,767.720050996609,buckwheat,cereals,loamy soil,sandy loam
32.8243062601898,20.6170711186519,36.0953578126883,16.8115193944636,67.5822800624535,6.25637502449549,563.623097862685,buckwheat,cereals,loamy soil,sandy loam
34.8990394851311,28.7439231553389,43.7934641847743,22.5686048527844,72.3147934362402,6.70369030170352,523.353356898021,buckwheat,cereals,loamy soil,sandy loam
30.3344045565692,27.2449093205274,33.7654083625527,13.1850554538872,73.4805395018863,6.78892488839487,746.470448374124,buckwheat,cereals,loamy soil,sandy loam
41.7392879363124,28.0307798072765,29.9402902674253,15.046943880979,73.1399324368666,6.35846727799261,639.763750177627,buckwheat,cereals,loamy soil,sandy loam
32.6863167600183,23.9765055302496,40.717830224643,18.2662349507252,82.1025066273968,6.3418365184172,465.998227207644,buckwheat,cereals,loamy soil,sandy loam
41.9046328190064,25.1171407487362,44.7060300413296,18.2309478734801,63.3540111370181,5.97768020961088,640.709038339883,buckwheat,cereals,loamy soil,sandy loam
44.7652984776994,21.6838121584415,31.2009893400611,16.2249613927711,89.6038978253969,6.25319133977095,561.447629555638,buckwheat,cereals,loamy soil,sandy loam
40.6653172080358,25.4807391895755,29.0999255995285,20.5759617347224,76.8484847937436,6.83172255505286,693.736741425368,buckwheat,cereals,loamy soil,sandy loam
39.1508068617315,26.2428074955194,36.1009465710256,20.5809734953159,72.8956910733363,6.8662713568924,648.885470091292,buckwheat,cereals,loamy soil,sandy loam
34.3726973042391,20.5425252802705,33.3429944815186,19.120992541324,74.3038567170115,6.4050701968282,500.273504203158,buckwheat,cereals,loamy soil,sandy loam
32.6807278524702,21.3393787207395,32.7554580634349,16.9847241074414,67.2160525954784,7.40770599587547,660.736708570578,buckwheat,cereals,loamy soil,sandy loam
38.5737176958385,22.4152815456447,37.5237534428566,17.4306974923047,79.7016811937019,6.97023077347363,569.028918819342,buckwheat,cereals,loamy soil,sandy loam
32.1275664729186,27.9056752853293,37.5475678196484,17.5316742254467,64.9422311508981,6.48081617658728,542.648597947957,buckwheat,cereals,loamy soil,sandy loam
38.0632047129385,27.2642029362957,35.3275163405967,20.0692829339568,63.001940146996,6.96558672579949,644.496831537617,buckwheat,cereals,loamy soil,sandy loam
35.1553171319946,24.4607757294477,36.6543351420317,19.8744165712229,89.4612026277294,6.30951646511525,696.617130594765,buckwheat,cereals,loamy soil,sandy loam
36.9037792287396,30.1522457519555,35.436387344761,15.4066782155757,70.703887669648,6.72011435152089,674.754612578646,buckwheat,cereals,loamy soil,sandy loam
33.0247657391521,26.0301561167467,42.1197692277058,21.5344241207281,89.6074114265463,5.94928528937039,499.789607536956,buckwheat,cereals,loamy soil,sandy loam
40.6106616111523,26.4293357259142,44.5464852531323,15.4057379449138,85.6889798014835,5.99805586488979,595.008976695883,buckwheat,cereals,loamy soil,sandy loam
32.0504230187503,26.1034630093907,30.9532665760255,15.4356915125634,76.811395804103,7.04757530246598,504.033667344455,buckwheat,cereals,loamy soil,sandy loam
24.4141415600244,24.9658686739425,33.1129951797325,17.5550506279184,86.87157524244,6.25894385372353,636.66062470138,buckwheat,cereals,loamy soil,sandy loam
31.0214116823969,30.8216354386487,40.1357551794657,20.0208988741642,83.3988660716633,5.61973812147486,516.680559746412,buckwheat,cereals,loamy soil,sandy loam
28.5650971785961,26.492976195193,36.6891295796599,18.8948192499622,66.928210776622,6.73841219463041,560.664887517712,buckwheat,cereals,loamy soil,sandy loam
27.0640596516077,24.3089463466391,38.1176289941292,22.5135421160494,62.3245739235147,6.37735692728501,489.121842058948,buckwheat,cereals,loamy soil,sandy loam
37.6596266068442,23.0923754246856,30.7763951461604,17.5640507314902,74.5302870681637,6.68623176097394,559.536147995905,buckwheat,cereals,loamy soil,sandy loam
28.8780636332102,22.0240889757461,43.6702097721131,18.9605230541236,89.8011836448052,6.79432873515393,651.655704479983,buckwheat,cereals,loamy soil,sandy loam
37.2875745092251,27.9597029541725,35.0751501845539,19.5502092040298,87.4144439500863,6.17402038814912,538.757710909913,buckwheat,cereals,loamy soil,sandy loam
25.1049065325514,31.7560570534746,39.3137729597634,15.9248237621769,62.8495993493193,6.17080666827823,443.138732551755,buckwheat,cereals,loamy soil,sandy loam
29.6776723045018,26.2723928361334,34.1903092671836,20.7829828114424,87.5106513564167,5.91393037444818,574.888216535755,buckwheat,cereals,loamy soil,sandy loam
30.1391889102833,25.2652651551885,42.1708851826016,13.6514368894193,68.270576907081,6.6730867847859,538.613077692628,buckwheat,cereals,loamy soil,sandy loam
36.8944189390141,24.4451799684335,40.5308587589616,14.7193510166865,62.400977092978,6.75926587695923,526.770045026291,buckwheat,cereals,loamy soil,sandy loam
38.9067905990325,25.1745758957585,40.2273012024112,17.4964502498075,73.4686631243471,6.75094944373342,566.668500549199,buckwheat,cereals,loamy soil,sandy loam
32.9734946959832,26.6232021314322,31.7229698019769,18.476581489078,85.1013216175038,6.97787786960595,414.03369594502,buckwheat,cereals,loamy soil,sandy loam
31.5759394513055,24.6857697641169,37.0617798454297,21.9404313193534,73.4367403453338,6.50822925462855,403.682709011867,buckwheat,cereals,loamy soil,sandy loam
40.9854726312947,22.4953716577237,40.2185667663806,18.3039187192816,76.3063174394832,6.69461236051302,556.475180299483,buckwheat,cereals,loamy soil,sandy loam
27.9551962660398,25.9166743276393,27.5394899142731,21.2380176816741,85.3321683687619,7.07342176961831,564.522011264964,buckwheat,cereals,loamy soil,sandy loam
33.9435432110337,22.2602655580874,32.5070098216291,16.0926482916697,69.8944742656908,6.91427563110894,672.71679888921,buckwheat,cereals,loamy soil,sandy loam
35.3294580430112,30.5504746084792,33.6611724063757,21.3067580499724,63.7164169588668,6.69823284332693,608.472993850013,buckwheat,cereals,loamy soil,sandy loam
36.833638760929,29.5509537863045,37.910016772143,18.4961038213271,72.8502838330488,6.36543218866736,682.914903505954,buckwheat,cereals,loamy soil,sandy loam
23.0446071735802,21.600662221018,39.8962987214348,17.3758611544527,65.6806868304199,6.36073685030697,604.201322955347,buckwheat,cereals,loamy soil,sandy loam
37.2548640537585,29.9087675022101,32.4267859594939,18.3604549787723,66.3311499062584,6.43310492720822,559.530414313667,buckwheat,cereals,loamy soil,sandy loam
40.1480218070984,31.6082348338964,39.7688012790567,23.4295066684915,68.1908638702757,6.31184885537862,560.265196808188,buckwheat,cereals,loamy soil,sandy loam
36.7525074841105,28.5013317862481,32.6706352891335,16.8688794855409,86.1910680457841,6.7697528760411,723.232860521466,buckwheat,cereals,loamy soil,sandy loam
27.3716879535657,23.0100932403296,39.1007179706153,16.8306532903535,82.7679584584404,6.29201619458624,427.614978118996,buckwheat,cereals,loamy soil,sandy loam
34.892992510454,24.9423995464623,30.2098904615735,20.2948579789052,84.6017809723876,6.96953983114864,587.425370250422,buckwheat,cereals,loamy soil,sandy loam
,,,,,,,nan,cereals,unknown,unknown
58.8109520083337,16.0293341464692,26.4598778199138,29.8115124461083,89.7117192158723,6.53914457724317,415.387150357066,millet,cereals,sandy loam,loamy soil
55.9586383148548,21.2174750809017,17.6397651035487,26.2281167964853,84.8749474798529,6.63498189701079,631.404762348409,millet,cereals,sandy loam,loamy soil
43.8887033707787,25.026830826576,23.3489095165222,27.3195508886556,75.9230282952277,6.89946845704753,529.686101355991,millet,cereals,sandy loam,loamy soil
44.739252038038,28.3992284433246,18.6577802097857,33.3814325838197,76.9790617091203,7.36629713301314,561.801536502225,millet,cereals,sandy loam,loamy soil
51.2051934542298,23.9817167464111,33.6838685036443,29.511223900436,61.0455321035108,7.96809724489562,630.553400320636,millet,cereals,sandy loam,loamy soil
50.5711138995071,24.3960440541757,27.0766530680604,26.4676287460431,69.3246638939967,6.99129369065564,494.45643208758,millet,cereals,sandy loam,loamy soil
53.8686815323665,27.1012130317559,20.1255613028506,32.329232471634,87.2723182929142,5.97625379046351,323.871423330051,millet,cereals,sandy loam,loamy soil
59.5693913368288,25.4197179700567,25.2783868099552,27.8905056506296,76.1976333816461,6.54618328072259,622.938179380314,millet,cereals,sandy loam,loamy soil
50.7602259229627,29.7469636559349,21.7332380759598,27.6808998263026,82.2468761672554,6.37164041556952,469.225595593376,millet,cereals,sandy loam,loamy soil
41.7231435458078,27.9240721984206,23.5137908113431,25.8296641880549,74.9725407464003,5.34911807198441,505.914594230748,millet,cereals,sandy loam,loamy soil
31.538822898443,24.3561924106397,23.7427874626959,29.3550946746521,81.6534664510875,5.69216284877548,425.401243198783,millet,cereals,sandy loam,loamy soil
58.9698580056032,26.9239671110416,19.6118347647604,21.9510838987854,61.7656945430303,7.20206378792738,445.940438393722,millet,cereals,sandy loam,loamy soil
57.4865329338859,21.9666679912879,15.3746204995129,31.0713232911015,61.6956899177434,6.17240323638333,598.53507097991,millet,cereals,sandy loam,loamy soil
53.9387830467263,19.3385465773749,27.3072484244244,24.2774812752409,81.7170839968039,6.26267740130742,359.651213887994,millet,cereals,sandy loam,loamy soil
53.9203584121852,21.9201066312192,21.0587435412707,31.2893729671851,79.8312113056276,6.66662280867409,596.451858113609,millet,cereals,sandy loam,loamy soil
55.1190230413453,24.4689075238922,24.2763263096221,30.0608282233671,85.78917022522,6.24235997091956,507.848974130893,millet,cereals,sandy loam,loamy soil
46.8105422230756,32.372846522617,23.7149054176504,25.3302928211494,72.5170552625804,6.06722746839707,570.311232138664,millet,cereals,sandy loam,loamy soil
48.3876618779504,25.5939225989926,27.2453304758998,27.9104809511332,68.1019821465541,6.4759085365108,383.013889366778,millet,cereals,sandy loam,loamy soil
49.8418815830873,27.5759382215321,30.7259335539733,25.2803772101392,88.1065199655165,5.98972763893099,425.391084429039,millet,cereals,sandy loam,loamy soil
